# x y nx ny
3.665368561872909492e+00 9.059133899211422314e-01 -9.238896988473815908e-01 -3.826588877364468511e-01
3.678745819397993166e+00 8.734588243210370528e-01 -9.251853031620975720e-01 -3.795156845413076296e-01
3.692123076923076841e+00 8.406910944378699346e-01 -9.264493485725634470e-01 -3.764194529105433507e-01
3.705500334448160515e+00 8.076102002716413208e-01 -9.276828107269520229e-01 -3.733692578155599073e-01
3.718877591973244190e+00 7.742161418223508784e-01 -9.288866295459217159e-01 -3.703641848921376822e-01
3.732254849498327864e+00 7.405089190899987184e-01 -9.300617106966865277e-01 -3.674033400718519915e-01
3.745632107023411539e+00 7.064885320745849517e-01 -9.312089270050143419e-01 -3.644858491987991167e-01
3.759009364548494769e+00 6.721549807761104667e-01 -9.323291198041782080e-01 -3.616108576428071486e-01
3.772386622073578444e+00 6.375082651945731538e-01 -9.334231002070629835e-01 -3.587775299539194274e-01
3.785763879598662118e+00 6.025483853299741233e-01 -9.344916503675907427e-01 -3.559850493956963624e-01
3.799141137123745793e+00 5.672753411823133751e-01 -9.355355246189124285e-01 -3.532326176558673314e-01
3.812518394648829467e+00 5.316891327515910204e-01 -9.365554506265949541e-01 -3.505194543839406096e-01
3.825895652173913142e+00 4.957897600378068370e-01 -9.375521304436900127e-01 -3.478447968570148041e-01
3.839272909698997260e+00 4.595772230409611026e-01 -9.385262415458004437e-01 -3.452078995763477320e-01
3.852650167224080491e+00 4.230515217610534284e-01 -9.394784378098525179e-01 -3.426080338964033745e-01
3.866027424749163721e+00 3.862126561980854245e-01 -9.404093504532248238e-01 -3.400444876485186341e-01
3.879404682274247396e+00 3.490606263520544816e-01 -9.413195889300253194e-01 -3.375165647736538821e-01
3.892781939799331070e+00 3.115954322229618212e-01 -9.422097417887035364e-01 -3.350235849585287973e-01
3.906159197324414745e+00 2.738170738108074431e-01 -9.430803774987450705e-01 -3.325648832586275416e-01
3.919536454849498419e+00 2.357255511155912919e-01 -9.439320452237599524e-01 -3.301398097771453544e-01
3.932913712374582094e+00 1.973208641373134509e-01 -9.447652755845774575e-01 -3.277477292821378563e-01
3.946290969899665768e+00 1.586030128759739477e-01 -9.455805813724386111e-01 -3.253880208787054418e-01
3.959668227424748999e+00 1.195719973315739343e-01 -9.463784582380786459e-01 -3.230600776680975783e-01
3.973045484949832673e+00 8.022781750411100976e-02 -9.471593853502340288e-01 -3.207633064160659297e-01
3.986422742474916348e+00 4.057047339358632598e-02 -9.479238260261381166e-01 -3.184971272271822085e-01
3.999800000000000022e+00 5.999649999999340190e-04 -9.486722283352603258e-01 -3.162609732252966155e-01
